n,lambda,stable
0.290000,0.125000,fm
0.300000,0.125000,fm
0.310000,0.125000,fm
0.320000,0.125000,fm
0.330000,0.125000,fm
0.340000,0.125000,fm
0.350000,0.125000,fm
0.360000,0.125000,fm
0.370000,0.125000,fm
0.380000,0.125000,fm
0.390000,0.125000,fm
0.400000,0.125000,fm
0.410000,0.125000,fm
0.420000,0.125000,fm
0.430000,0.125000,fm
0.440000,0.125000,fm
0.450000,0.125000,fm
0.460000,0.125000,fm
0.470000,0.125000,fm
0.480000,0.125000,fm
0.490000,0.125000,fm
0.500000,0.125000,fm
0.510000,0.125000,fm
0.520000,0.125000,fm
0.530000,0.125000,fm
0.540000,0.125000,fm
0.550000,0.125000,fm
0.560000,0.125000,fm
0.570000,0.125000,fm
0.580000,0.125000,fm
0.590000,0.125000,fm
0.600000,0.125000,fm
0.610000,0.125000,fm
0.620000,0.125000,fm
0.630000,0.125000,fm
0.640000,0.125000,fm
0.650000,0.125000,fm
0.660000,0.125000,fm
0.670000,0.125000,fm
0.680000,0.125000,fm
0.690000,0.125000,fm
0.700000,0.125000,uddddd
0.710000,0.125000,uddddd
0.720000,0.125000,uddddd
0.730000,0.125000,uddddd
0.740000,0.125000,uddddd
0.750000,0.125000,uddddd
0.760000,0.125000,uddddd
0.770000,0.125000,uddddd
0.780000,0.125000,uddddd
0.790000,0.125000,uddddd
0.800000,0.125000,uddddd
0.810000,0.125000,uddddd
0.820000,0.125000,uddddd
0.830000,0.125000,ududdd
0.840000,0.125000,ududdd
0.850000,0.125000,ududdd
0.860000,0.125000,ududdd
0.870000,0.125000,ududdd
0.880000,0.125000,ududdd
0.890000,0.125000,ududdd
0.900000,0.125000,ududdd
0.910000,0.125000,ududdd
0.920000,0.125000,ududdd
0.930000,0.125000,ududdd
0.940000,0.125000,afm
0.950000,0.125000,afm
0.960000,0.125000,afm
0.970000,0.125000,afm
0.980000,0.125000,afm
0.990000,0.125000,afm
1.000000,0.125000,afm
0.000000,0.137500,fm
0.010000,0.137500,fm
0.020000,0.137500,fm
0.030000,0.137500,fm
0.040000,0.137500,fm
0.050000,0.137500,fm
0.060000,0.137500,fm
0.070000,0.137500,fm
0.080000,0.137500,fm
0.090000,0.137500,fm
0.100000,0.137500,fm
0.110000,0.137500,fm
0.120000,0.137500,fm
0.130000,0.137500,fm
0.140000,0.137500,fm
0.150000,0.137500,fm
0.160000,0.137500,fm
0.170000,0.137500,fm
0.180000,0.137500,fm
0.190000,0.137500,fm
0.200000,0.137500,fm
0.210000,0.137500,fm
0.220000,0.137500,fm
0.230000,0.137500,fm
0.240000,0.137500,fm
0.250000,0.137500,fm
0.260000,0.137500,fm
0.270000,0.137500,fm
0.280000,0.137500,fm
0.290000,0.137500,fm
0.300000,0.137500,fm
0.310000,0.137500,fm
0.320000,0.137500,fm
0.330000,0.137500,fm
0.340000,0.137500,fm
0.350000,0.137500,fm
0.360000,0.137500,fm
0.370000,0.137500,fm
0.380000,0.137500,fm
0.390000,0.137500,fm
0.400000,0.137500,fm
0.410000,0.137500,fm
0.420000,0.137500,fm
0.430000,0.137500,fm
0.440000,0.137500,fm
0.450000,0.137500,fm
0.460000,0.137500,fm
0.470000,0.137500,fm
0.480000,0.137500,fm
0.490000,0.137500,fm
0.500000,0.137500,fm
0.510000,0.137500,fm
0.520000,0.137500,fm
0.530000,0.137500,fm
0.540000,0.137500,fm
0.550000,0.137500,fm
0.560000,0.137500,fm
0.570000,0.137500,fm
0.580000,0.137500,fm
0.590000,0.137500,fm
0.600000,0.137500,fm
0.610000,0.137500,fm
0.620000,0.137500,fm
0.630000,0.137500,fm
0.640000,0.137500,fm
0.650000,0.137500,fm
0.660000,0.137500,fm
0.670000,0.137500,fm
0.680000,0.137500,fm
0.690000,0.137500,fm
0.700000,0.137500,uddddd
0.710000,0.137500,uddddd
0.720000,0.137500,uddddd
0.730000,0.137500,uddddd
0.740000,0.137500,uddddd
0.750000,0.137500,uddddd
0.760000,0.137500,uddddd
0.770000,0.137500,uddddd
0.780000,0.137500,uddddd
0.790000,0.137500,uddddd
0.800000,0.137500,uddddd
0.810000,0.137500,uddddd
0.820000,0.137500,uddddd
0.830000,0.137500,ududdd
0.840000,0.137500,ududdd
0.850000,0.137500,ududdd
0.860000,0.137500,ududdd
0.870000,0.137500,ududdd
0.880000,0.137500,ududdd
0.890000,0.137500,ududdd
0.900000,0.137500,ududdd
0.910000,0.137500,ududdd
0.920000,0.137500,ududdd
0.930000,0.137500,afm
0.940000,0.137500,afm
0.950000,0.137500,afm
0.960000,0.137500,afm
0.970000,0.137500,afm
0.980000,0.137500,afm
0.990000,0.137500,afm
1.000000,0.137500,afm
0.000000,0.150000,fm
0.010000,0.150000,fm
0.020000,0.150000,fm
0.030000,0.150000,fm
0.040000,0.150000,fm
0.050000,0.150000,fm
0.060000,0.150000,fm
0.070000,0.150000,fm
0.080000,0.150000,fm
0.090000,0.150000,fm
0.100000,0.150000,fm
0.110000,0.150000,fm
0.120000,0.150000,fm
0.130000,0.150000,fm
0.140000,0.150000,fm
0.150000,0.150000,fm
0.160000,0.150000,fm
0.170000,0.150000,fm
0.180000,0.150000,fm
0.190000,0.150000,fm
0.200000,0.150000,fm
0.210000,0.150000,fm
0.220000,0.150000,fm
0.230000,0.150000,fm
0.240000,0.150000,fm
0.250000,0.150000,fm
0.260000,0.150000,fm
0.270000,0.150000,fm
0.280000,0.150000,fm
0.290000,0.150000,fm
0.300000,0.150000,fm
0.310000,0.150000,fm
0.320000,0.150000,fm
0.330000,0.150000,fm
0.340000,0.150000,fm
0.350000,0.150000,fm
0.360000,0.150000,fm
0.370000,0.150000,fm
0.380000,0.150000,fm
0.390000,0.150000,fm
0.400000,0.150000,fm
0.410000,0.150000,fm
0.420000,0.150000,fm
0.430000,0.150000,fm
0.440000,0.150000,fm
0.450000,0.150000,fm
0.460000,0.150000,fm
0.470000,0.150000,fm
0.480000,0.150000,fm
0.490000,0.150000,fm
0.500000,0.150000,fm
0.510000,0.150000,fm
0.520000,0.150000,fm
0.530000,0.150000,fm
0.540000,0.150000,fm
0.550000,0.150000,fm
0.560000,0.150000,fm
0.570000,0.150000,fm
0.580000,0.150000,fm
0.590000,0.150000,fm
0.600000,0.150000,fm
0.610000,0.150000,fm
0.620000,0.150000,fm
0.630000,0.150000,fm
0.640000,0.150000,fm
0.650000,0.150000,fm
0.660000,0.150000,fm
0.670000,0.150000,fm
0.680000,0.150000,fm
0.690000,0.150000,fm
0.700000,0.150000,uddddd
0.710000,0.150000,uddddd
0.720000,0.150000,uddddd
0.730000,0.150000,uddddd
0.740000,0.150000,uddddd
0.750000,0.150000,uddddd
0.760000,0.150000,uddddd
0.770000,0.150000,uddddd
0.780000,0.150000,uddddd
0.790000,0.150000,uddddd
0.800000,0.150000,uddddd
0.810000,0.150000,uddddd
0.820000,0.150000,uddddd
0.830000,0.150000,ududdd
0.840000,0.150000,ududdd
0.850000,0.150000,ududdd
0.860000,0.150000,ududdd
0.870000,0.150000,ududdd
0.880000,0.150000,ududdd
0.890000,0.150000,ududdd
0.900000,0.150000,ududdd
0.910000,0.150000,ududdd
0.920000,0.150000,ududdd
0.930000,0.150000,afm
0.940000,0.150000,afm
0.950000,0.150000,afm
0.960000,0.150000,afm
0.970000,0.150000,afm
0.980000,0.150000,afm
0.990000,0.150000,afm
1.000000,0.150000,afm
0.000000,0.162500,fm
0.010000,0.162500,fm
0.020000,0.162500,fm
0.030000,0.162500,fm
0.040000,0.162500,fm
0.050000,0.162500,fm
0.060000,0.162500,fm
0.070000,0.162500,fm
0.080000,0.162500,fm
0.090000,0.162500,fm
0.100000,0.162500,fm
0.110000,0.162500,fm
0.120000,0.162500,fm
0.130000,0.162500,fm
0.140000,0.162500,fm
0.150000,0.162500,fm
0.160000,0.162500,fm
0.170000,0.162500,fm
0.180000,0.162500,fm
0.190000,0.162500,fm
0.200000,0.162500,fm
0.210000,0.162500,fm
0.220000,0.162500,fm
0.230000,0.162500,fm
0.240000,0.162500,fm
0.250000,0.162500,fm
0.260000,0.162500,fm
0.270000,0.162500,fm
0.280000,0.162500,fm
0.290000,0.162500,fm
0.300000,0.162500,fm
0.310000,0.162500,fm
0.320000,0.162500,fm
0.330000,0.162500,fm
0.340000,0.162500,fm
0.350000,0.162500,fm
0.360000,0.162500,fm
0.370000,0.162500,fm
0.380000,0.162500,fm
0.390000,0.162500,fm
0.400000,0.162500,fm
0.410000,0.162500,fm
0.420000,0.162500,fm
0.430000,0.162500,fm
0.440000,0.162500,fm
0.450000,0.162500,fm
0.460000,0.162500,fm
0.470000,0.162500,fm
0.480000,0.162500,fm
0.490000,0.162500,fm
0.500000,0.162500,fm
0.510000,0.162500,fm
0.520000,0.162500,fm
0.530000,0.162500,fm
0.540000,0.162500,fm
0.550000,0.162500,fm
0.560000,0.162500,fm
0.570000,0.162500,fm
0.580000,0.162500,fm
0.590000,0.162500,fm
0.600000,0.162500,fm
0.610000,0.162500,fm
0.620000,0.162500,fm
0.630000,0.162500,fm
0.640000,0.162500,fm
0.650000,0.162500,fm
0.660000,0.162500,fm
0.670000,0.162500,fm
0.680000,0.162500,fm
0.690000,0.162500,fm
0.700000,0.162500,uddddd
0.710000,0.162500,uddddd
0.720000,0.162500,uddddd
0.730000,0.162500,uddddd
0.740000,0.162500,uddddd
0.750000,0.162500,uddddd
0.760000,0.162500,uddddd
0.770000,0.162500,uddddd
0.780000,0.162500,uddddd
0.790000,0.162500,uddddd
0.800000,0.162500,uddddd
0.810000,0.162500,uddddd
0.820000,0.162500,uddddd
0.830000,0.162500,ududdd
0.840000,0.162500,ududdd
0.850000,0.162500,ududdd
0.860000,0.162500,ududdd
0.870000,0.162500,ududdd
0.880000,0.162500,ududdd
0.890000,0.162500,ududdd
0.900000,0.162500,ududdd
0.910000,0.162500,ududdd
0.920000,0.162500,ududdd
0.930000,0.162500,afm
0.940000,0.162500,afm
0.950000,0.162500,afm
0.960000,0.162500,afm
0.970000,0.162500,afm
0.980000,0.162500,afm
0.990000,0.162500,afm
1.000000,0.162500,afm
0.000000,0.175000,fm
0.010000,0.175000,fm
0.020000,0.175000,fm
0.030000,0.175000,fm
0.040000,0.175000,fm
0.050000,0.175000,fm
0.060000,0.175000,fm
0.070000,0.175000,fm
0.080000,0.175000,fm
0.090000,0.175000,fm
0.100000,0.175000,fm
0.110000,0.175000,fm
0.120000,0.175000,fm
0.130000,0.175000,fm
0.140000,0.175000,fm
0.150000,0.175000,fm
0.160000,0.175000,fm
0.170000,0.175000,fm
0.180000,0.175000,fm
0.190000,0.175000,fm
0.200000,0.175000,fm
0.210000,0.175000,fm
0.220000,0.175000,fm
0.230000,0.175000,fm
0.240000,0.175000,fm
0.250000,0.175000,fm
0.260000,0.175000,fm
0.270000,0.175000,fm
0.280000,0.175000,fm
0.290000,0.175000,fm
0.300000,0.175000,fm
0.310000,0.175000,fm
0.320000,0.175000,fm
0.330000,0.175000,fm
0.340000,0.175000,fm
0.350000,0.175000,fm
0.360000,0.175000,fm
0.370000,0.175000,fm
0.380000,0.175000,fm
0.390000,0.175000,fm
0.400000,0.175000,fm
0.410000,0.175000,fm
0.420000,0.175000,fm
0.430000,0.175000,fm
0.440000,0.175000,fm
0.450000,0.175000,fm
0.460000,0.175000,fm
0.470000,0.175000,fm
0.480000,0.175000,fm
0.490000,0.175000,fm
0.500000,0.175000,fm
0.510000,0.175000,fm
0.520000,0.175000,fm
0.530000,0.175000,fm
0.540000,0.175000,fm
0.550000,0.175000,fm
0.560000,0.175000,fm
0.570000,0.175000,fm
0.580000,0.175000,fm
0.590000,0.175000,fm
0.600000,0.175000,fm
0.610000,0.175000,fm
0.620000,0.175000,fm
0.630000,0.175000,fm
0.640000,0.175000,fm
0.650000,0.175000,fm
0.660000,0.175000,fm
0.670000,0.175000,fm
0.680000,0.175000,fm
0.690000,0.175000,fm
0.700000,0.175000,uddddd
0.710000,0.175000,uddddd
0.720000,0.175000,uddddd
0.730000,0.175000,uddddd
0.740000,0.175000,uddddd
0.750000,0.175000,uddddd
0.760000,0.175000,uddddd
0.770000,0.175000,uddddd
0.780000,0.175000,uddddd
0.790000,0.175000,uddddd
0.800000,0.175000,uddddd
0.810000,0.175000,uddddd
0.820000,0.175000,uddddd
0.830000,0.175000,ududdd
0.840000,0.175000,ududdd
0.850000,0.175000,ududdd
0.860000,0.175000,ududdd
0.870000,0.175000,ududdd
0.880000,0.175000,ududdd
0.890000,0.175000,ududdd
0.900000,0.175000,ududdd
0.910000,0.175000,ududdd
0.920000,0.175000,ududdd
0.930000,0.175000,afm
0.940000,0.175000,afm
0.950000,0.175000,afm
0.960000,0.175000,afm
0.970000,0.175000,afm
0.980000,0.175000,afm
0.990000,0.175000,afm
1.000000,0.175000,afm
0.000000,0.187500,fm
0.010000,0.187500,fm
0.020000,0.187500,fm
0.030000,0.187500,fm
0.040000,0.187500,fm
0.050000,0.187500,fm
0.060000,0.187500,fm
0.070000,0.187500,fm
0.080000,0.187500,fm
0.090000,0.187500,fm
0.100000,0.187500,fm
0.110000,0.187500,fm
0.120000,0.187500,fm
0.130000,0.187500,fm
0.140000,0.187500,fm
0.150000,0.187500,fm
0.160000,0.187500,fm
0.170000,0.187500,fm
0.180000,0.187500,fm
0.190000,0.187500,fm
0.200000,0.187500,fm
0.210000,0.187500,fm
0.220000,0.187500,fm
0.230000,0.187500,fm
0.240000,0.187500,fm
0.250000,0.187500,fm
0.260000,0.187500,fm
0.270000,0.187500,fm
0.280000,0.187500,fm
0.290000,0.187500,fm
0.300000,0.187500,fm
0.310000,0.187500,fm
0.320000,0.187500,fm
0.330000,0.187500,fm
0.340000,0.187500,fm
0.350000,0.187500,fm
0.360000,0.187500,fm
0.370000,0.187500,fm
0.380000,0.187500,fm
0.390000,0.187500,fm
0.400000,0.187500,fm
0.410000,0.187500,fm
0.420000,0.187500,fm
0.430000,0.187500,fm
0.440000,0.187500,fm
0.450000,0.187500,fm
0.460000,0.187500,fm
0.470000,0.187500,fm
0.480000,0.187500,fm
0.490000,0.187500,fm
0.500000,0.187500,fm
0.510000,0.187500,fm
0.520000,0.187500,fm
0.530000,0.187500,fm
0.540000,0.187500,fm
0.550000,0.187500,fm
0.560000,0.187500,fm
0.570000,0.187500,fm
0.580000,0.187500,fm
0.590000,0.187500,fm
0.600000,0.187500,fm
0.610000,0.187500,fm
0.620000,0.187500,fm
0.630000,0.187500,fm
0.640000,0.187500,fm
0.650000,0.187500,fm
0.660000,0.187500,fm
0.670000,0.187500,fm
0.680000,0.187500,fm
0.690000,0.187500,fm
0.700000,0.187500,uddddd
0.710000,0.187500,uddddd
0.720000,0.187500,uddddd
0.730000,0.187500,uddddd
0.740000,0.187500,uddddd
0.750000,0.187500,uddddd
0.760000,0.187500,uddddd
0.770000,0.187500,uddddd
0.780000,0.187500,uddddd
0.790000,0.187500,uddddd
0.800000,0.187500,uddddd
0.810000,0.187500,uddddd
0.820000,0.187500,uddddd
0.830000,0.187500,ududdd
0.840000,0.187500,ududdd
0.850000,0.187500,ududdd
0.860000,0.187500,ududdd
0.870000,0.187500,ududdd
0.880000,0.187500,ududdd
0.890000,0.187500,ududdd
0.900000,0.187500,ududdd
0.910000,0.187500,ududdd
0.920000,0.187500,ududdd
0.930000,0.187500,afm
0.940000,0.187500,afm
0.950000,0.187500,afm
0.960000,0.187500,afm
0.970000,0.187500,afm
0.980000,0.187500,afm
0.990000,0.187500,afm
1.000000,0.187500,afm
0.000000,0.200000,fm
0.010000,0.200000,fm
0.020000,0.200000,fm
0.030000,0.200000,fm
0.040000,0.200000,fm
0.050000,0.200000,fm
0.060000,0.200000,fm
0.070000,0.200000,fm
0.080000,0.200000,fm
0.090000,0.200000,fm
0.100000,0.200000,fm
0.110000,0.200000,fm
0.120000,0.200000,fm
0.130000,0.200000,fm
0.140000,0.200000,fm
0.150000,0.200000,fm
0.160000,0.200000,fm
0.170000,0.200000,fm
0.180000,0.200000,fm
0.190000,0.200000,fm
0.200000,0.200000,fm
0.210000,0.200000,fm
0.220000,0.200000,fm
0.230000,0.200000,fm
0.240000,0.200000,fm
0.250000,0.200000,fm
0.260000,0.200000,fm
0.270000,0.200000,fm
0.280000,0.200000,fm
0.290000,0.200000,fm
0.300000,0.200000,fm
0.310000,0.200000,fm
0.320000,0.200000,fm
0.330000,0.200000,fm
0.340000,0.200000,fm
0.350000,0.200000,fm
0.360000,0.200000,fm
0.370000,0.200000,fm
0.380000,0.200000,fm
0.390000,0.200000,fm
0.400000,0.200000,fm
0.410000,0.200000,fm
0.420000,0.200000,fm
0.430000,0.200000,fm
0.440000,0.200000,fm
0.450000,0.200000,fm
0.460000,0.200000,fm
0.470000,0.200000,fm
0.480000,0.200000,fm
0.490000,0.200000,fm
0.500000,0.200000,fm
0.510000,0.200000,fm
0.520000,0.200000,fm
0.530000,0.200000,fm
0.540000,0.200000,fm
0.550000,0.200000,fm
0.560000,0.200000,fm
0.570000,0.200000,fm
0.580000,0.200000,fm
0.590000,0.200000,fm
0.600000,0.200000,fm
0.610000,0.200000,fm
0.620000,0.200000,fm
0.630000,0.200000,fm
0.640000,0.200000,fm
0.650000,0.200000,fm
0.660000,0.200000,fm
0.670000,0.200000,fm
0.680000,0.200000,fm
0.690000,0.200000,fm
0.700000,0.200000,uddddd
0.710000,0.200000,uddddd
0.720000,0.200000,uddddd
0.730000,0.200000,uddddd
0.740000,0.200000,uddddd
0.750000,0.200000,uddddd
0.760000,0.200000,uddddd
0.770000,0.200000,uddddd
0.780000,0.200000,uddddd
0.790000,0.200000,uddddd
0.800000,0.200000,uddddd
0.810000,0.200000,uddddd
0.820000,0.200000,uddddd
0.830000,0.200000,ududdd
0.840000,0.200000,ududdd
0.850000,0.200000,ududdd
0.860000,0.200000,ududdd
0.870000,0.200000,ududdd
0.880000,0.200000,ududdd
0.890000,0.200000,ududdd
0.900000,0.200000,ududdd
0.910000,0.200000,ududdd
0.920000,0.200000,afm
0.930000,0.200000,afm
0.940000,0.200000,afm
0.950000,0.200000,afm
0.960000,0.200000,afm
0.970000,0.200000,afm
0.980000,0.200000,afm
0.990000,0.200000,afm
1.000000,0.200000,afm
0.000000,0.212500,fm
0.010000,0.212500,fm
0.020000,0.212500,fm
0.030000,0.212500,fm
0.040000,0.212500,fm
0.050000,0.212500,fm
0.060000,0.212500,fm
0.070000,0.212500,fm
0.080000,0.212500,fm
0.090000,0.212500,fm
0.100000,0.212500,fm
0.110000,0.212500,fm
0.120000,0.212500,fm
0.130000,0.212500,fm
0.140000,0.212500,fm
0.150000,0.212500,fm
0.160000,0.212500,fm
0.170000,0.212500,fm
0.180000,0.212500,fm
0.190000,0.212500,fm
0.200000,0.212500,fm
0.210000,0.212500,fm
0.220000,0.212500,fm
0.230000,0.212500,fm
0.240000,0.212500,fm
0.250000,0.212500,fm
0.260000,0.212500,fm
0.270000,0.212500,fm
0.280000,0.212500,fm
0.290000,0.212500,fm
0.300000,0.212500,fm
0.310000,0.212500,fm
0.320000,0.212500,fm
0.330000,0.212500,fm
0.340000,0.212500,fm
0.350000,0.212500,fm
0.360000,0.212500,fm
0.370000,0.212500,fm
0.380000,0.212500,fm
0.390000,0.212500,fm
0.400000,0.212500,fm
0.410000,0.212500,fm
0.420000,0.212500,fm
0.430000,0.212500,fm
0.440000,0.212500,fm
0.450000,0.212500,fm
0.460000,0.212500,fm
0.470000,0.212500,fm
0.480000,0.212500,fm
0.490000,0.212500,fm
0.500000,0.212500,fm
0.510000,0.212500,fm
0.520000,0.212500,fm
0.530000,0.212500,fm
0.540000,0.212500,fm
0.550000,0.212500,fm
0.560000,0.212500,fm
0.570000,0.212500,fm
0.580000,0.212500,fm
0.590000,0.212500,fm
0.600000,0.212500,fm
0.610000,0.212500,fm
0.620000,0.212500,fm
0.630000,0.212500,fm
0.640000,0.212500,fm
0.650000,0.212500,fm
0.660000,0.212500,fm
0.670000,0.212500,fm
0.680000,0.212500,fm
0.690000,0.212500,fm
0.700000,0.212500,uddddd
0.710000,0.212500,uddddd
0.720000,0.212500,uddddd
0.730000,0.212500,uddddd
0.740000,0.212500,uddddd
0.750000,0.212500,uddddd
0.760000,0.212500,uddddd
0.770000,0.212500,uddddd
0.780000,0.212500,uddddd
0.790000,0.212500,uddddd
0.800000,0.212500,uddddd
0.810000,0.212500,uddddd
0.820000,0.212500,uddddd
0.830000,0.212500,ududdd
0.840000,0.212500,ududdd
0.850000,0.212500,ududdd
0.860000,0.212500,ududdd
0.870000,0.212500,ududdd
0.880000,0.212500,ududdd
0.890000,0.212500,ududdd
0.900000,0.212500,ududdd
0.910000,0.212500,ududdd
0.920000,0.212500,afm
0.930000,0.212500,afm
0.940000,0.212500,afm
0.950000,0.212500,afm
0.960000,0.212500,afm
0.970000,0.212500,afm
0.980000,0.212500,afm
0.990000,0.212500,afm
1.000000,0.212500,afm
0.000000,0.225000,fm
0.010000,0.225000,fm
0.020000,0.225000,fm
0.030000,0.225000,fm
0.040000,0.225000,fm
0.050000,0.225000,fm
0.060000,0.225000,fm
0.070000,0.225000,fm
0.080000,0.225000,fm
0.090000,0.225000,fm
0.100000,0.225000,fm
0.110000,0.225000,fm
0.120000,0.225000,fm
0.130000,0.225000,fm
0.140000,0.225000,fm
0.150000,0.225000,fm
0.160000,0.225000,fm
0.170000,0.225000,fm
0.180000,0.225000,fm
0.190000,0.225000,fm
0.200000,0.225000,fm
0.210000,0.225000,fm
0.220000,0.225000,fm
0.230000,0.225000,fm
0.240000,0.225000,fm
0.250000,0.225000,fm
0.260000,0.225000,fm
0.270000,0.225000,fm
0.280000,0.225000,fm
0.290000,0.225000,fm
0.300000,0.225000,fm
0.310000,0.225000,fm
0.320000,0.225000,fm
0.330000,0.225000,fm
0.340000,0.225000,fm
0.350000,0.225000,fm
0.360000,0.225000,fm
0.370000,0.225000,fm
0.380000,0.225000,fm
0.390000,0.225000,fm
0.400000,0.225000,fm
0.410000,0.225000,fm
0.420000,0.225000,fm
0.430000,0.225000,fm
0.440000,0.225000,fm
0.450000,0.225000,fm
0.460000,0.225000,fm
0.470000,0.225000,fm
0.480000,0.225000,fm
0.490000,0.225000,fm
0.500000,0.225000,fm
0.510000,0.225000,fm
0.520000,0.225000,fm
0.530000,0.225000,fm
0.540000,0.225000,fm
0.550000,0.225000,fm
0.560000,0.225000,fm
0.570000,0.225000,fm
0.580000,0.225000,fm
0.590000,0.225000,fm
0.600000,0.225000,fm
0.610000,0.225000,fm
0.620000,0.225000,fm
0.630000,0.225000,fm
0.640000,0.225000,fm
0.650000,0.225000,fm
0.660000,0.225000,fm
0.670000,0.225000,fm
0.680000,0.225000,fm
0.690000,0.225000,fm
0.700000,0.225000,uddddd
0.710000,0.225000,uddddd
0.720000,0.225000,uddddd
0.730000,0.225000,uddddd
0.740000,0.225000,uddddd
0.750000,0.225000,uddddd
0.760000,0.225000,uddddd
0.770000,0.225000,uddddd
0.780000,0.225000,uddddd
0.790000,0.225000,uddddd
0.800000,0.225000,uddddd
0.810000,0.225000,uddddd
0.820000,0.225000,uddddd
0.830000,0.225000,ududdd
0.840000,0.225000,ududdd
0.850000,0.225000,ududdd
0.860000,0.225000,ududdd
0.870000,0.225000,ududdd
0.880000,0.225000,ududdd
0.890000,0.225000,ududdd
0.900000,0.225000,ududdd
0.910000,0.225000,ududdd
0.920000,0.225000,afm
0.930000,0.225000,afm
0.940000,0.225000,afm
0.950000,0.225000,afm
0.960000,0.225000,afm
0.970000,0.225000,afm
0.980000,0.225000,afm
0.990000,0.225000,afm
1.000000,0.225000,afm
0.000000,0.237500,fm
0.010000,0.237500,fm
0.020000,0.237500,fm
0.030000,0.237500,fm
0.040000,0.237500,fm
0.050000,0.237500,fm
0.060000,0.237500,fm
0.070000,0.237500,fm
0.080000,0.237500,fm
0.090000,0.237500,fm
0.100000,0.237500,fm
0.110000,0.237500,fm
0.120000,0.237500,fm
0.130000,0.237500,fm
0.140000,0.237500,fm
0.150000,0.237500,fm
0.160000,0.237500,fm
0.170000,0.237500,fm
0.180000,0.237500,fm
0.190000,0.237500,fm
0.200000,0.237500,fm
0.210000,0.237500,fm
0.220000,0.237500,fm
0.230000,0.237500,fm
0.240000,0.237500,fm
0.250000,0.237500,fm
0.260000,0.237500,fm
0.270000,0.237500,fm
0.280000,0.237500,fm
0.290000,0.237500,fm
0.300000,0.237500,fm
0.310000,0.237500,fm
0.320000,0.237500,fm
0.330000,0.237500,fm
0.340000,0.237500,fm
0.350000,0.237500,fm
0.360000,0.237500,fm
0.370000,0.237500,fm
0.380000,0.237500,fm
0.390000,0.237500,fm
0.400000,0.237500,fm
0.410000,0.237500,fm
0.420000,0.237500,fm
0.430000,0.237500,fm
0.440000,0.237500,fm
0.450000,0.237500,fm
0.460000,0.237500,fm
0.470000,0.237500,fm
0.480000,0.237500,fm
0.490000,0.237500,fm
0.500000,0.237500,fm
0.510000,0.237500,fm
0.520000,0.237500,fm
0.530000,0.237500,fm
0.540000,0.237500,fm
0.550000,0.237500,fm
0.560000,0.237500,fm
0.570000,0.237500,fm
0.580000,0.237500,fm
0.590000,0.237500,fm
0.600000,0.237500,fm
0.610000,0.237500,fm
0.620000,0.237500,fm
0.630000,0.237500,fm
0.640000,0.237500,fm
0.650000,0.237500,fm
0.660000,0.237500,fm
0.670000,0.237500,fm
0.680000,0.237500,fm
0.690000,0.237500,fm
0.700000,0.237500,uddddd
0.710000,0.237500,uddddd
0.720000,0.237500,uddddd
0.730000,0.237500,uddddd
0.740000,0.237500,uddddd
0.750000,0.237500,uddddd
0.760000,0.237500,uddddd
0.770000,0.237500,uddddd
0.780000,0.237500,uddddd
0.790000,0.237500,uddddd
0.800000,0.237500,uddddd
0.810000,0.237500,uddddd
0.820000,0.237500,uddddd
0.830000,0.237500,ududdd
0.840000,0.237500,ududdd
0.850000,0.237500,ududdd
0.860000,0.237500,ududdd
0.870000,0.237500,ududdd
0.880000,0.237500,ududdd
0.890000,0.237500,ududdd
0.900000,0.237500,ududdd
0.910000,0.237500,ududdd
0.920000,0.237500,afm
0.930000,0.237500,afm
0.940000,0.237500,afm
0.950000,0.237500,afm
0.960000,0.237500,afm
0.970000,0.237500,afm
0.980000,0.237500,afm
0.990000,0.237500,afm
1.000000,0.237500,afm
0.000000,0.250000,fm
0.010000,0.250000,fm
0.020000,0.250000,fm
0.030000,0.250000,fm
0.040000,0.250000,fm
0.050000,0.250000,fm
0.060000,0.250000,fm
0.070000,0.250000,fm
0.080000,0.250000,fm
0.090000,0.250000,fm
0.100000,0.250000,fm
0.110000,0.250000,fm
0.120000,0.250000,fm
0.130000,0.250000,fm
0.140000,0.250000,fm
0.150000,0.250000,fm
0.160000,0.250000,fm
0.170000,0.250000,fm
0.180000,0.250000,fm
0.190000,0.250000,fm
0.200000,0.250000,fm
0.210000,0.250000,fm
0.220000,0.250000,fm
0.230000,0.250000,fm
0.240000,0.250000,fm
0.250000,0.250000,fm
0.260000,0.250000,fm
0.270000,0.250000,fm
0.280000,0.250000,fm
0.290000,0.250000,fm
0.300000,0.250000,fm
0.310000,0.250000,fm
0.320000,0.250000,fm
0.330000,0.250000,fm
0.340000,0.250000,fm
0.350000,0.250000,fm
0.360000,0.250000,fm
0.370000,0.250000,fm
0.380000,0.250000,fm
0.390000,0.250000,fm
0.400000,0.250000,fm
0.410000,0.250000,fm
0.420000,0.250000,fm
0.430000,0.250000,fm
0.440000,0.250000,fm
0.450000,0.250000,fm
0.460000,0.250000,fm
0.470000,0.250000,fm
0.480000,0.250000,fm
0.490000,0.250000,fm
0.500000,0.250000,fm
0.510000,0.250000,fm
0.520000,0.250000,fm
0.530000,0.250000,fm
0.540000,0.250000,fm
0.550000,0.250000,fm
0.560000,0.250000,fm
0.570000,0.250000,fm
0.580000,0.250000,fm
0.590000,0.250000,fm
